"AED모델명","우편번호(앞자리)","우편번호(뒤자리)","관리책임자명","관리자연락처","설치기관주소","설치기관전화번호","설치위치","제조사","설치기관명","경도","위도"
"HeartOn A10","027","41","관장","911-5511","서울특별시 성북구 오패산로16길 23 (하월곡동)","9115511","1층","메디아나","월곡종합사회복지관","127.037514359","37.6089091425"
"HeartOn A10","027","93","관장","915-9200","서울특별시 성북구 화랑로 130 (하월곡동)","9159200","1층","메디아나","성북장애인복지관","127.0457203934","37.6045995178"
"HeartOn A10","028","29","전봉영","923-4555","서울특별시 성북구 동소문로25가길 20 (동선동4가)","9234555","1층 엘리베이터 옆","메디아나","성북시각장애인복지관","127.0192316339","37.5953950768"
"HeartOn A10","027","93","조연경","963-1082","서울특별시 성북구 화랑로18길 6","02-963-1082","2층","메디아나","상월곡실버복지센터","127.0482336052","37.6058540469"
"HeartOn A10","027","89","김용기","957-9923","서울특별시 성북구 화랑로32길 88","9579923","1층 엘리베이터 앞","메디아나","석관실버복지센터","127.0582472419","37.6067095243"
"HeartOn A10","027","50","신우균","942-8560","서울특별시 성북구 오패산로 46 (하월곡동 월곡두산위브)","9428560","관리사무소","메디아나","월곡두산위브아파트2","127.0387095809","37.6074743812"
"HeartOn A10","027","53","관리소장","943-4388","서울특별시 성북구 장월로1길 28 (상월곡동 동아에코빌아파트)","9434388","관리사무소","메디아나","상월곡동아에코빌","127.0456142239","37.6087729433"
"HeartOn A10","027","02","관리소장","912-4866","서울특별시 성북구 솔샘로25길 28 (정릉동 정릉풍림아이원)","9124866","관리사무소","메디아나","풍림아이원아파트","127.0069637768","37.6185771026"
"HeartON A10","043","90","김진명","02-2199-6522","서울특별시 용산구 녹사평대로 150 민원여권과","02-2199-6522","2층 민원여권과 민원실내","(주) 메디아나","용산구청 민원여권과","126.9899001963","37.5322508507"
"HeartOn A10","057","35","류제영","02-2147-4069","서울특별시 송파구 오금로53길 32 민원대기실","0221474069","민원대기실","(주)메디아나","거여1동주민센터","127.1433058024","37.4969386473"
"HeartOn A10","057","57","황지영","02-2147-4126","서울특별시 송파구 마천로 303 민원대기실","0221474126","민원대기실","(주)메디아나","마천1동주민센터","127.1499488031","37.4960041680"
"HeartOn A10","056","40","안은경","02-2147-4185","서울특별시 송파구 위례성대로16길 22 민원대기실","0221474185","민원대기실","(주)메디아나","방이1동주민센터","127.1239055331","37.5109766212"
"HeartOn A10","034","56","윤재희(2014.4.11.)","02-382-1440","서울특별시 은평구 응암로21길 10 (응암동)","023821440","1층 간호실","메디아나","행복창조노인복지센터","126.9169166228","37.5941600730"
"HeartOn A10","056","49","이희경","02-2147-4249","서울특별시 송파구 양재대로 1232 민원대기실","0221474249","민원대기실","(주)메디아나","오륜동주민센터","127.1342742576","37.5155568033"
"HeartOn A10","056","61","신설아","02-2147-4282","서울특별시 송파구 중대로25길 5 민원대기실","02-2147-4284","1충 문 옆","메디아나","오금동주민센터","127.1280831473","37.5029902566"
"HeartOn A10-G4","020","43","이항주","02-2094-0144","서울특별시 중랑구 봉화산로 179 중랑구청 (신내동)","02-2094-0906","보건소 1층 민원실 앞","(주)메디아나","중랑구보건소의약과","127.0927251834","37.6065649369"
"HeartOn A10","056","74","김나현","02-2147-4333","서울특별시 송파구 송이로 32 민원대기실","0221474333","주민센터 입구","메디아나","송파2동주민센터","127.1167367309","37.5023183315"
"HeartOn A10","056","09","심경혜","02-2147-4377","서울특별시 송파구 송파대로49길 3 2층","0221474377","사무실 안쪽","메디아나","석촌동주민센터","127.1036854792","37.5035646147"
"Hearton A10","031","19","장해수","6110-1281","서울특별시 종로구 종로 지하 302 1호선 동대문역 (창신동)","61101281","역무실 앞","메디아나","1호선 동대문역","127.0112564142","37.5717684575"
"Hearton A10","031","13","조현구","6110-1271","서울특별시 종로구 종로 359 동묘앞역 (숭인동)","61101271","역무실 앞","메디아나","1호선 동묘앞","127.0171386035","37.573594968"
"Hearton A10","031","70","조일","6110-3271","서울특별시 종로구 사직로 지하 130 3호선 경복궁역 (적선동)","61103271","역무실 앞","메디아나","3호선 경복궁역","126.9733644068","37.5749149246"
"Hearton A10","031","47","김정석","6110-3281","서울특별시 종로구 율곡로 지하 62 3호선 안국역 (안국동)","6110-3281","고객안내부스 우측 1M 옆","메디아나","3호선 안국역","126.9846584872","37.5762189117"
"Hearton A10","031","38","함명일","6110-3291","서울특별시 종로구 돈화문로 지하 30 3호선 종로3가역 (묘동)","61103291","역무실 앞","(주)메디아나","종로3가역(3호선)","126.9915862747","37.5712868949"
"Hearton A10","030","86","이당용","6110-4201","서울특별시 종로구 대학로 지하120 4호선 혜화역 (명륜4가)","02-6110-4201","나대합실(화장실 방향)","메디아나","4호선 혜화역","127.0014749713","37.5822265435"
"Hearton A10","031","98","장해수","6110-4210","서울특별시 종로구 율곡로 지하308 4호선 동대문역 (종로6가)","6110-4210","역무실 앞","메디아나","4호선 동대문역","127.0094405733","37.5706261548"
"Hearton A10","031","81","김관순","6311-5321","서울특별시 종로구 통일로 지하 126 서대문역 (평동)","02-6311-5321","역무실 앞","메디아나","5호선 서대문역","126.9662117681","37.5656476144"
"Hearton A10-G4","031","54","유영","6311-5331","서울특별시 종로구 세종대로 지하 172 5호선 광화문역 (세종로)","63115330","역무실 앞","메디아나","5호선 광화문역","126.9767899170","37.5716225533"
"Hearton A10","031","33","최상영","6311-5340","서울특별시 종로구 돈화문로11길 지하 26 5호선 종로3가역 (돈의동)","63115340","역무실 앞","메디아나","5호선 종로3가역","126.9898779745","37.5723869713"
"Hearton A10","031","14","백병수","6311-6361","서울특별시 종로구 지봉로 지하24 6호선 동묘앞역 (숭인동)","02-6311-6361","역무실 앞","메디아나","6호선 동묘앞역","127.0158114739","37.5716273801"
"Hearton A10","031","08","김석만","6311-6371","서울특별시 종로구 지봉로 지하 112 6호선 창신역 (창신동)","6311-6371","역무실 앞","메디아나","6호선 창신역","127.0149274875","37.5791568858"
"HS1","067","44","김석만","1588-0831","서울특별시 서초구 바우뫼로35길 32 신관2층","15880831","신관2층","필립스","참포도나무병원","127.0386803219","37.4799289174"
"AED-2100K","025","60","박주영","959-8519","서울특별시 동대문구 왕산로 168 삼성화재 1층로비","940-6119","삼성화재 해상보험 1층 로비","니혼코텍코리아","삼성화재","127.0421850743","37.5788105681"
"AED-2100K","025","60","박주영","02-959-8519","서울특별시 동대문구 왕산로 168 삼성화재 3층 고객센터","029598519","삼성화재 해상보험 3층 고객센터","니혼코텍코리아","삼성화재","127.0421850743","37.5788105681"
"Power heart aed g3","024","50","김혜정","3171-2139","서울특별시 동대문구 이문로 107 한국외국어대학교 본관1층","21732139","보건실","카디악사이언스","한국외국어대학교","127.0579424137","37.5982966771"
"HeartSaver-A","027","80","관리자","02-964-4154","서울특별시 성북구 화랑로48길 16 (석관동 두산아파트)","029644154","106동 경비실","국산","석관두산아파트","127.0685773922","37.6134541844"
"HeartSaver-A","027","80","관리자","02-964-4154","서울특별시 성북구 화랑로48길 16 (석관동 두산아파트)","029644154","113동 경비실","국산","석관두산아파트","127.0686629542","37.6128919175"
"HeartSaver-A","027","80","관리자","02-964-4154","서울특별시 성북구 화랑로48길 16 (석관동 두산아파트)","029644154","124동 경비실","국산","석관두산아파트","127.0696809381","37.6114353231"
"M5066A","080","04","김성대","02-2640-1970","서울특별시 양천구 오목로 300 (목동 현대하이페리온2)","02-2640-1970","203동 현관","필립스","목동현대하이페리온2차","126.8697608657","37.5241113966"
"AED-2100K","069","78","박미경","016-661-4580","서울특별시 동작구 상도로 369 숭실대학교 (상도동)","02-820-0169","학생회관 5층 출입구","니혼코덴","숭실대학교","126.9551579174","37.4964289688"
"NF-1200","070","62","김민수","070-7204-5057","서울특별시 동작구 여의대방로16길 53","070-7204-5082","지하1층","씨유메디컬","동작구민체육센터","126.9167718999","37.4947257124"
"NF-1200","069","04","이훈","070-7204-5035","서울특별시 동작구 현충로 73","07072045035","1층로비","씨유메디컬","흑석체육센터","126.9634943054","37.5100412580"
"NF-1200","070","09","어영진","070-7204-5113","서울특별시 동작구 사당로8길 9","07072043274","1층로비","씨유메디컬","사당문화회관","126.9696125653","37.4847166890"
"NF-1200","070","42","유혁신","070-7204-5049","서울특별시 동작구 성대로2길 11","07072045049","4층 헬스장 내","씨유메디컬","상도스포츠클럽","126.9314051674","37.4991212145"
"NF-1200","069","28","정윤경","02-820-1203","서울특별시 동작구 장승배기로 161 동작구청 (노량진동)","028201203","1층민원실","씨유메디컬시스템","동작구청 행정지원과(민원여권과)","126.9393795550","37.5124487383"
"heartstart FRx","046","20","이보람","02-2260-3443","서울특별시 중구 필동로1길 30 동국대학교 (필동3가)","0222603443","본관1층 건강증진센터","필립스","동국대학교","126.9987376054","37.5589366401"
"HEARTSTART FRx","045","33","방재영","02-759-7119","서울특별시 중구 을지로 30 롯데호텔 (소공동)","027597119","1층 로비내","필립스","호텔롯데","126.9810075639","37.5653458904"
"FRxAED","046","18","최은주","02-2270-3247","서울특별시 중구 동호로 287 그랜드앰배서더서울 (장충동2가)","0222703247","1층 로비","필립스","그랜드앰배서더서울호텔","127.0021232778","37.5605790552"
"i-PAD NFK200","045","92","박지숙","02-2252-7654","서울특별시 중구 매봉18길 109 동산초등학교 (신당동)","0222527654","중앙현관 입구","씨유메디칼시스템","동산초등학교","127.0167183213","37.5570267906"
"FRxAED","045","31","이재현","02-759-4829","서울특별시 중구 남대문로 39 한국은행건물 (남대문로3가)","027594829","본관 당직실","필립스","한국은행","126.9797235303","37.5625151968"
"HeartOn A15-G4","046","28","이재현","02-777-7461","서울특별시 중구 소파로2길 7 리라초등학교 (예장동)","027777461","2층 행정실","메디아나","리라초등학교","126.9879807214","37.5578196996"
"i-PAD NF1200","045","16","오미진","02-2080-5892","서울특별시 중구 새문안로 16 농협중앙회 중앙본부 사무실 (충정로1가)","02-2080-5892","본관 지하 4층(화물엘리베이터 앞)","씨유메디칼시스템","농협중앙회","126.9685555706","37.5664991184"
"HeartOn A10","045","82","임재우","02-2231-7402","서울특별시 중구 퇴계로90길 74","02-2231-7402","상황실임대동","메디아나","래미안하이베르아파트(분양동)","127.0209858324","37.5610379790"
"NF1200","080","95","용관석","010-9179-2135","서울특별시 양천구 목동동로 105 양천구청 (신정동)","02-2620-3061","1층 로비 중앙안내데스크 우측","씨유메디칼시스템","양천구청","126.8665425419","37.5170753784"
"iPAD NF1200","053","24","김경미","0247-9656","서울특별시 강동구 올림픽로 702","02-478-9656","1층 여자화장실 앞","(주)씨유메디칼시스템","강동구립해공도서관","127.1264185555","37.5443794834"
"iPAD NF1200","052","25","신지연","02-428-2018","서울특별시 강동구 고덕로 285","02-2041-7815","지하1층 수영장 입구","(주)씨유메디칼시스템","온조대왕문화체육관","127.1586612246","37.5581870911"
"iPAD NF1200","053","97","이수현","02-3425-6794","서울특별시 강동구 성내로 45 강동구보건소 (성내동)","02-3425-6797","1층 내과진료실","(주)씨유메디칼시스템","강동구보건소","127.1255603244","37.5292327883"
"iPAD NF1200","053","97","이수현","02-3425-6794","서울특별시 강동구 성내로 45 강동구보건소 (성내동)","02-3425-6797","2층 운동처방실","(주)씨유메디칼시스템","강동구보건소","127.1252086764","37.5290422946"
